time,level
2025-02-26 06:25:00,light
2025-02-26 06:26:00,light
2025-02-26 06:27:00,light
2025-02-26 06:28:00,light
2025-02-26 06:29:00,light
2025-02-26 06:30:00,light
2025-02-26 06:31:00,light
2025-02-26 06:32:00,light
2025-02-26 06:33:00,light
2025-02-26 06:34:00,light
2025-02-26 06:35:00,light
2025-02-26 06:36:00,light
2025-02-26 06:37:00,light
2025-02-26 06:38:00,light
2025-02-26 06:39:00,light
2025-02-26 06:40:00,light
2025-02-26 06:41:00,light
2025-02-26 06:42:00,light
2025-02-26 06:43:00,light
2025-02-26 06:44:00,light
2025-02-26 06:45:00,light
2025-02-26 06:46:00,light
2025-02-26 06:47:00,light
2025-02-26 06:48:00,light
2025-02-26 06:49:00,light
2025-02-26 06:50:00,light
2025-02-26 06:51:00,rem
2025-02-26 06:52:00,rem
2025-02-26 06:53:00,rem
2025-02-26 06:54:00,rem
2025-02-26 06:55:00,rem
2025-02-26 06:56:00,rem
2025-02-26 06:57:00,rem
2025-02-26 06:58:00,rem
2025-02-26 06:59:00,rem
2025-02-26 07:00:00,rem
2025-02-26 07:01:00,rem
2025-02-26 07:02:00,rem
2025-02-26 07:03:00,rem
2025-02-26 07:04:00,rem
2025-02-26 07:05:00,rem
2025-02-26 07:06:00,rem
2025-02-26 07:07:00,rem
2025-02-26 07:08:00,rem
2025-02-26 07:09:00,rem
2025-02-26 07:10:00,rem
2025-02-26 07:11:00,rem
2025-02-26 07:12:00,rem
2025-02-26 07:13:00,rem
2025-02-26 07:14:00,rem
2025-02-26 07:15:00,rem
2025-02-26 07:16:00,rem
2025-02-26 07:17:00,rem
2025-02-26 07:18:00,rem
2025-02-26 07:19:00,rem
2025-02-26 07:20:00,rem
2025-02-26 07:21:00,rem
2025-02-26 07:22:00,rem
2025-02-26 07:23:00,rem
2025-02-26 07:24:00,rem
2025-02-26 07:25:00,rem
2025-02-26 07:26:00,rem
2025-02-26 07:27:00,rem
2025-02-26 07:28:00,rem
2025-02-26 07:29:00,rem
2025-02-26 07:30:00,rem
2025-02-26 07:31:00,rem
2025-02-26 07:32:00,rem
2025-02-26 07:33:00,rem
2025-02-26 07:34:00,rem
2025-02-26 07:35:30,light
2025-02-26 07:36:30,light
2025-02-26 07:37:30,light
2025-02-26 07:38:30,light
2025-02-26 07:39:30,light
2025-02-26 07:40:30,light
2025-02-26 07:41:30,light
2025-02-26 07:42:30,light
2025-02-26 07:43:30,light
2025-02-26 07:44:30,light
2025-02-26 07:45:30,light
2025-02-27 02:45:00,light
2025-02-27 02:46:00,light
2025-02-27 02:47:00,light
2025-02-27 02:48:00,light
2025-02-27 02:49:00,light
2025-02-27 02:50:00,light
2025-02-27 02:51:00,light
2025-02-27 02:52:00,wake
2025-02-27 02:53:00,wake
2025-02-27 02:54:00,wake
2025-02-27 02:55:00,wake
2025-02-27 02:56:30,light
2025-02-27 02:57:30,light
2025-02-27 02:58:30,light
2025-02-27 02:59:30,light
2025-02-27 03:00:30,light
2025-02-27 03:01:30,light
2025-02-27 03:02:30,light
2025-02-27 03:03:30,light
2025-02-27 03:04:30,light
2025-02-27 03:05:30,light
2025-02-27 03:06:30,light
2025-02-27 03:07:30,light
2025-02-27 03:08:30,light
2025-02-27 03:09:30,light
2025-02-27 03:10:30,light
2025-02-27 03:11:30,light
2025-02-27 03:12:30,light
2025-02-27 03:13:30,light
2025-02-27 03:14:30,light
2025-02-27 03:15:30,light
2025-02-27 03:16:30,light
2025-02-27 03:17:30,light
2025-02-27 03:18:30,light
2025-02-27 03:19:30,light
2025-02-27 03:20:30,light
2025-02-27 03:21:30,light
2025-02-27 03:22:30,light
2025-02-27 03:23:30,light
2025-02-27 03:24:30,light
2025-02-27 03:25:30,light
2025-02-27 03:26:30,light
2025-02-27 03:27:30,light
2025-02-27 03:28:30,light
2025-02-27 03:29:30,light
2025-02-27 03:30:30,light
2025-02-27 03:31:30,light
2025-02-27 03:32:30,light
2025-02-27 03:33:30,light
2025-02-27 03:34:30,light
2025-02-27 03:35:30,light
2025-02-27 03:36:30,light
2025-02-27 03:37:30,light
2025-02-27 03:38:30,light
2025-02-27 03:39:30,light
2025-02-27 03:40:30,light
2025-02-27 03:41:30,light
2025-02-27 03:42:30,light
2025-02-27 03:43:30,light
2025-02-27 03:44:30,light
2025-02-27 03:45:30,light
2025-02-27 03:46:30,light
2025-02-27 03:47:30,light
2025-02-27 03:48:30,light
2025-02-27 03:49:30,light
2025-02-27 03:50:30,light
2025-02-27 03:51:30,light
2025-02-27 03:52:30,light
2025-02-27 03:53:30,light
2025-02-27 03:54:30,light
2025-02-27 03:55:30,light
2025-02-27 03:56:30,light
2025-02-27 03:57:30,light
2025-02-27 03:58:30,light
2025-02-27 03:59:30,light
2025-02-27 04:00:30,light
2025-02-27 04:01:30,light
2025-02-27 04:02:30,light
2025-02-27 04:03:30,light
2025-02-27 04:04:30,light
2025-02-27 04:05:30,light
2025-02-27 04:06:30,light
2025-02-27 04:07:30,light
2025-02-27 04:08:30,light
2025-02-27 04:09:30,light
2025-02-27 04:10:30,light
2025-02-27 04:11:30,light
2025-02-27 04:13:00,rem
2025-02-27 04:14:00,rem
2025-02-27 04:15:00,rem
2025-02-27 04:16:00,rem
2025-02-27 04:17:30,wake
2025-02-27 04:18:30,wake
2025-02-27 04:19:30,wake
2025-02-27 04:20:30,wake
2025-02-27 04:21:30,wake
2025-02-27 04:22:30,wake
2025-02-27 04:23:30,wake
2025-02-27 04:24:30,wake
2025-02-27 04:25:30,wake
2025-02-27 04:26:30,wake
2025-02-27 04:27:30,wake
2025-02-27 04:29:00,rem
2025-02-27 04:30:00,rem
2025-02-27 04:31:00,rem
2025-02-27 04:32:00,rem
2025-02-27 04:33:00,rem
2025-02-27 04:34:00,rem
2025-02-27 04:35:00,rem
2025-02-27 04:36:00,rem
2025-02-27 04:37:00,rem
2025-02-27 04:38:00,rem
2025-02-27 04:39:00,rem
2025-02-27 04:40:00,rem
2025-02-27 04:41:00,rem
2025-02-27 04:42:00,rem
2025-02-27 04:43:00,rem
2025-02-27 04:44:00,rem
2025-02-27 04:45:00,rem
2025-02-27 04:46:00,rem
2025-02-27 04:47:00,rem
2025-02-27 04:48:00,rem
2025-02-27 04:49:00,rem
2025-02-27 04:50:00,rem
2025-02-27 04:51:00,rem
2025-02-27 04:52:00,rem
2025-02-27 04:53:00,rem
2025-02-27 04:54:00,rem
2025-02-27 04:55:00,rem
2025-02-27 04:56:00,rem
2025-02-27 04:57:00,rem
2025-02-27 04:58:00,rem
2025-02-27 04:59:30,light
2025-02-27 05:00:30,light
2025-02-27 05:01:30,light
2025-02-27 05:02:30,light
2025-02-27 05:03:30,light
2025-02-27 05:04:30,light
2025-02-27 05:05:30,light
2025-02-27 05:06:30,light
2025-02-27 05:07:30,light
2025-02-27 05:08:30,light
2025-02-27 05:09:30,light
2025-02-27 05:10:30,light
2025-02-27 05:11:30,light
2025-02-27 05:12:30,light
2025-02-27 05:13:30,light
2025-02-27 05:14:30,light
2025-02-27 05:15:30,light
2025-02-27 05:16:30,light
2025-02-27 05:18:00,deep
2025-02-27 05:19:00,deep
2025-02-27 05:20:00,deep
2025-02-27 05:21:00,deep
2025-02-27 05:22:00,deep
2025-02-27 05:23:00,deep
2025-02-27 05:24:00,deep
2025-02-27 05:25:00,deep
2025-02-27 05:26:00,deep
2025-02-27 05:27:00,deep
2025-02-27 05:28:00,deep
2025-02-27 05:29:00,deep
2025-02-27 05:30:00,deep
2025-02-27 05:31:00,deep
2025-02-27 05:32:00,deep
2025-02-27 05:33:00,deep
2025-02-27 05:34:00,deep
2025-02-27 05:35:00,deep
2025-02-27 05:36:00,deep
2025-02-27 05:37:00,deep
2025-02-27 05:38:00,deep
2025-02-27 05:39:00,deep
2025-02-27 05:40:00,deep
2025-02-27 05:41:00,deep
2025-02-27 05:42:00,deep
2025-02-27 05:43:00,deep
2025-02-27 05:44:00,deep
2025-02-27 05:45:00,deep
2025-02-27 05:46:00,deep
2025-02-27 05:47:00,deep
2025-02-27 05:48:00,deep
2025-02-27 05:49:00,light
2025-02-27 05:50:00,light
2025-02-27 05:51:00,light
2025-02-27 05:52:00,light
2025-02-27 05:53:00,light
2025-02-27 05:54:00,light
2025-02-27 05:55:00,light
2025-02-27 05:56:00,light
2025-02-27 05:57:00,light
2025-02-27 05:58:00,light
2025-02-27 05:59:00,light
2025-02-27 06:00:00,light
2025-02-27 06:01:00,light
2025-02-27 06:02:00,light
2025-02-27 06:03:00,light
2025-02-27 06:04:00,light
2025-02-27 06:05:00,light
2025-02-27 06:06:00,light
2025-02-27 06:07:00,light
2025-02-27 06:08:00,light
2025-02-27 06:09:00,light
2025-02-27 06:10:00,light
2025-02-27 06:11:00,light
2025-02-27 06:12:00,light
2025-02-27 06:13:00,light
2025-02-27 06:14:00,light
2025-02-27 06:15:00,light
2025-02-27 06:16:00,light
2025-02-27 06:17:00,light
2025-02-27 06:18:00,light
2025-02-27 06:19:00,light
2025-02-27 06:20:00,light
2025-02-27 06:21:00,light
2025-02-27 06:22:00,light
2025-02-27 06:23:00,light
2025-02-27 06:24:00,light
2025-02-27 06:25:00,light
2025-02-27 06:26:00,light
2025-02-27 06:27:00,light
2025-02-27 06:28:00,light
2025-02-27 06:29:00,light
2025-02-27 06:30:00,light
2025-02-27 06:31:00,light
2025-02-27 06:32:00,light
2025-02-27 06:33:00,light
2025-02-27 06:34:00,light
2025-02-27 06:35:00,light
2025-02-27 06:36:00,light
2025-02-27 06:37:00,light
2025-02-27 06:38:00,light
2025-02-27 06:39:00,light
2025-02-27 06:40:00,light
2025-02-27 06:41:00,light
2025-02-27 06:42:00,light
2025-02-27 06:43:00,light
2025-02-27 06:44:00,light
2025-02-27 06:45:00,light
2025-02-27 06:46:00,light
2025-02-27 06:47:00,light
2025-02-27 06:48:00,light
2025-02-27 06:49:00,light
2025-02-27 06:50:00,light
2025-02-27 06:51:00,rem
2025-02-27 06:52:00,rem
2025-02-27 06:53:00,rem
2025-02-27 06:54:00,rem
2025-02-27 06:55:00,rem
2025-02-27 06:56:00,rem
2025-02-27 06:57:00,rem
2025-02-27 06:58:00,rem
2025-02-27 06:59:00,rem
2025-02-27 07:00:00,rem
2025-02-27 07:01:00,rem
2025-02-27 07:02:00,rem
2025-02-27 07:03:00,rem
2025-02-27 07:04:00,rem
2025-02-27 07:05:00,rem
2025-02-27 07:06:00,rem
2025-02-27 07:07:00,rem
2025-02-27 07:08:00,rem
2025-02-27 07:09:00,rem
2025-02-27 07:10:00,rem
2025-02-27 07:11:00,rem
2025-02-27 07:12:00,rem
2025-02-27 07:13:00,rem
2025-02-27 07:14:00,rem
2025-02-27 07:15:00,rem
2025-02-27 07:16:00,rem
2025-02-27 07:17:00,rem
2025-02-27 07:18:00,rem
2025-02-27 07:19:00,rem
2025-02-27 07:20:00,rem
2025-02-27 07:21:00,rem
2025-02-27 07:22:00,rem
2025-02-27 07:23:00,rem
2025-02-27 07:24:00,rem
2025-02-27 07:25:00,rem
2025-02-27 07:26:00,rem
2025-02-27 07:27:00,rem
2025-02-27 07:28:00,rem
2025-02-27 07:29:00,rem
2025-02-27 07:30:00,rem
2025-02-27 07:31:00,rem
2025-02-27 07:32:00,rem
2025-02-27 07:33:00,rem
2025-02-27 07:34:00,rem
2025-02-27 07:35:30,light
2025-02-27 07:36:30,light
2025-02-27 07:37:30,light
2025-02-27 07:38:30,light
2025-02-27 07:39:30,light
2025-02-27 07:40:30,light
2025-02-27 07:41:30,light
2025-02-27 07:42:30,light
2025-02-27 07:43:30,light
2025-02-27 07:44:30,light
2025-02-27 07:45:30,light
2025-02-28 02:08:00,light
2025-02-28 02:09:00,light
2025-02-28 02:10:00,light
2025-02-28 02:11:00,light
2025-02-28 02:12:00,light
2025-02-28 02:13:00,light
2025-02-28 02:14:00,light
2025-02-28 02:15:00,light
2025-02-28 02:16:00,light
2025-02-28 02:17:00,light
2025-02-28 02:18:00,light
2025-02-28 02:19:00,light
2025-02-28 02:20:00,light
2025-02-28 02:21:00,light
2025-02-28 02:22:00,light
2025-02-28 02:23:00,light
2025-02-28 02:24:00,light
2025-02-28 02:25:00,light
2025-02-28 02:26:00,light
2025-02-28 02:27:00,light
2025-02-28 02:28:00,light
2025-02-28 02:29:00,light
2025-02-28 02:30:00,light
2025-02-28 02:31:00,light
2025-02-28 02:32:00,light
2025-02-28 02:33:00,light
2025-02-28 02:34:00,light
2025-02-28 02:35:00,light
2025-02-28 02:36:00,light
2025-02-28 02:37:00,light
2025-02-28 02:38:00,light
2025-02-28 02:39:00,light
2025-02-28 02:40:00,light
2025-02-28 02:41:00,light
2025-02-28 02:42:00,light
2025-02-28 02:43:00,light
2025-02-28 02:44:00,light
2025-02-28 02:45:00,light
2025-02-28 02:46:00,light
2025-02-28 02:47:00,light
2025-02-28 02:48:00,light
2025-02-28 02:49:00,light
2025-02-28 02:50:00,light
2025-02-28 02:51:00,light
2025-02-28 02:52:00,light
2025-02-28 02:53:00,light
2025-02-28 02:54:00,light
2025-02-28 02:55:00,light
2025-02-28 02:56:00,light
2025-02-28 02:57:00,light
2025-02-28 02:58:00,light
2025-02-28 02:59:00,light
2025-02-28 03:00:00,light
2025-02-28 03:01:00,light
2025-02-28 03:02:00,light
2025-02-28 03:03:00,light
2025-02-28 03:04:00,light
2025-02-28 03:05:00,light
2025-02-28 03:06:00,light
2025-02-28 03:07:00,light
2025-02-28 03:08:00,light
2025-02-28 03:09:00,light
2025-02-28 03:10:00,light
2025-02-28 03:11:00,light
2025-02-28 03:12:00,light
2025-02-28 03:13:00,light
2025-02-28 03:14:00,light
2025-02-28 03:15:00,light
2025-02-28 03:16:00,light
2025-02-28 03:17:00,light
2025-02-28 03:18:00,light
2025-02-28 03:19:00,light
2025-02-28 03:20:00,light
2025-02-28 03:21:00,light
2025-02-28 03:22:00,light
2025-02-28 03:23:00,light
2025-02-28 03:24:00,light
2025-02-28 03:25:00,light
2025-02-28 03:26:00,light
2025-02-28 03:27:00,light
2025-02-28 03:28:00,light
2025-02-28 03:29:00,light
2025-02-28 03:30:00,light
2025-02-28 03:31:00,light
2025-02-28 03:32:00,light
2025-02-28 03:33:00,light
2025-02-28 03:34:00,light
2025-02-28 03:35:00,light
2025-02-28 03:36:00,light
2025-02-28 03:37:00,light
2025-02-28 03:38:00,light
2025-02-28 03:39:00,light
2025-02-28 03:40:00,light
2025-02-28 03:41:00,light
2025-02-28 03:42:00,light
2025-02-28 03:43:00,light
2025-02-28 03:44:00,light
2025-02-28 03:45:00,light
2025-02-28 03:46:30,deep
2025-02-28 03:47:30,deep
2025-02-28 03:48:30,deep
2025-02-28 03:49:30,deep
2025-02-28 03:50:30,deep
2025-02-28 03:51:30,deep
2025-02-28 03:52:30,deep
2025-02-28 03:53:30,deep
2025-02-28 03:54:30,deep
2025-02-28 03:55:30,deep
2025-02-28 03:56:30,deep
2025-02-28 03:57:30,deep
2025-02-28 03:58:30,deep
2025-02-28 03:59:30,deep
2025-02-28 04:00:30,deep
2025-02-28 04:01:30,light
2025-02-28 04:02:30,light
2025-02-28 04:03:30,light
2025-02-28 04:04:30,light
2025-02-28 04:05:30,light
2025-02-28 04:06:30,light
2025-02-28 04:07:30,light
2025-02-28 04:08:30,light
2025-02-28 04:09:30,light
2025-02-28 04:10:30,light
2025-02-28 04:11:30,light
2025-02-28 04:12:30,light
2025-02-28 04:13:30,light
2025-02-28 04:14:30,light
2025-02-28 04:15:30,light
2025-02-28 04:16:30,light
2025-02-28 04:17:30,light
2025-02-28 04:18:30,light
2025-02-28 04:19:30,light
2025-02-28 04:20:30,light
2025-02-28 04:21:30,light
2025-02-28 04:22:30,light
2025-02-28 04:23:30,light
2025-02-28 04:24:30,light
2025-02-28 04:25:30,light
2025-02-28 04:26:30,light
2025-02-28 04:27:30,light
2025-02-28 04:28:30,light
2025-02-28 04:29:30,light
2025-02-28 04:30:30,light
2025-02-28 04:31:30,light
2025-02-28 04:32:30,light
2025-02-28 04:33:30,light
2025-02-28 04:34:30,light
2025-02-28 04:35:30,light
2025-02-28 04:36:30,light
2025-02-28 04:37:30,light
2025-02-28 04:38:30,light
2025-02-28 04:39:30,light
2025-02-28 04:40:30,light
2025-02-28 04:41:30,light
2025-02-28 04:42:30,light
2025-02-28 04:43:30,light
2025-02-28 04:44:30,light
2025-02-28 04:45:30,light
2025-02-28 04:46:30,light
2025-02-28 04:47:30,light
2025-02-28 04:48:30,light
2025-02-28 04:49:30,light
2025-02-28 04:50:30,light
2025-02-28 04:51:30,light
2025-02-28 04:52:30,light
2025-02-28 04:53:30,deep
2025-02-28 04:54:30,deep
2025-02-28 04:55:30,deep
2025-02-28 04:56:30,deep
2025-02-28 04:57:30,deep
2025-02-28 04:58:30,deep
2025-02-28 04:59:30,deep
2025-02-28 05:00:30,deep
2025-02-28 05:01:30,deep
2025-02-28 05:02:30,deep
2025-02-28 05:03:30,deep
2025-02-28 05:04:30,deep
2025-02-28 05:05:30,deep
2025-02-28 05:06:30,deep
2025-02-28 05:07:30,deep
2025-02-28 05:08:30,deep
2025-02-28 05:09:30,deep
2025-02-28 05:11:00,light
2025-02-28 05:12:00,light
2025-02-28 05:13:00,light
2025-02-28 05:14:00,light
2025-02-28 05:15:00,rem
2025-02-28 05:16:00,rem
2025-02-28 05:17:00,rem
2025-02-28 05:18:00,rem
2025-02-28 05:19:00,rem
2025-02-28 05:20:00,rem
2025-02-28 05:21:00,rem
2025-02-28 05:22:00,rem
2025-02-28 05:23:00,rem
2025-02-28 05:24:00,rem
2025-02-28 05:25:00,rem
2025-02-28 05:26:00,rem
2025-02-28 05:27:00,rem
2025-02-28 05:28:00,rem
2025-02-28 05:29:00,rem
2025-02-28 05:30:00,rem
2025-02-28 05:31:00,rem
2025-02-28 05:32:00,rem
2025-02-28 05:33:00,rem
2025-02-28 05:34:30,light
2025-02-28 05:35:30,light
2025-02-28 05:36:30,light
2025-02-28 05:37:30,light
2025-02-28 05:38:30,light
2025-02-28 05:39:30,light
2025-02-28 05:40:30,light
2025-02-28 05:41:30,light
2025-02-28 05:42:30,light
2025-02-28 05:43:30,light
2025-02-28 05:45:00,rem
2025-02-28 05:46:00,rem
2025-02-28 05:47:00,rem
2025-02-28 05:48:00,rem
2025-02-28 05:49:00,rem
2025-02-28 05:50:00,light
2025-02-28 05:51:00,light
2025-02-28 05:52:00,light
2025-02-28 05:53:00,light
2025-02-28 05:54:00,light
2025-02-28 05:55:00,light
2025-02-28 05:56:00,light
2025-02-28 05:57:00,light
2025-02-28 05:58:00,light
2025-02-28 05:59:00,light
2025-02-28 06:00:00,light
2025-02-28 06:01:00,light
2025-02-28 06:02:00,light
2025-02-28 06:03:00,light
2025-02-28 06:04:00,light
2025-02-28 06:05:00,light
2025-02-28 06:06:00,light
2025-02-28 06:07:00,light
2025-02-28 06:08:00,light
2025-02-28 06:09:00,light
2025-02-28 06:10:00,light
2025-02-28 06:11:00,light
2025-02-28 06:12:00,light
2025-02-28 06:13:00,light
2025-02-28 06:14:00,light
2025-02-28 06:15:00,light
2025-02-28 06:16:00,light
2025-02-28 06:17:00,light
2025-02-28 06:18:00,light
2025-02-28 06:19:00,light
2025-02-28 06:20:00,light
2025-02-28 06:21:00,light
2025-02-28 06:22:00,light
2025-02-28 06:23:00,light
2025-02-28 06:24:30,deep
2025-02-28 06:25:30,deep
2025-02-28 06:26:30,deep
2025-02-28 06:27:30,deep
2025-02-28 06:28:30,deep
2025-02-28 06:29:30,light
2025-02-28 06:30:30,light
2025-02-28 06:31:30,light
2025-02-28 06:32:30,light
2025-02-28 06:33:30,light
2025-02-28 06:34:30,light
2025-02-28 06:35:30,light
2025-02-28 06:36:30,light
2025-02-28 06:37:30,light
2025-02-28 06:38:30,light
2025-02-28 06:39:30,light
2025-02-28 06:40:30,light
2025-02-28 06:41:30,light
2025-02-28 06:42:30,light
2025-02-28 06:43:30,light
2025-02-28 06:44:30,light
2025-02-28 06:45:30,light
2025-02-28 06:46:30,light
2025-02-28 06:47:30,deep
2025-02-28 06:48:30,deep
2025-02-28 06:49:30,deep
2025-02-28 06:50:30,deep
2025-02-28 06:51:30,deep
2025-02-28 06:52:30,deep
2025-02-28 06:53:30,deep
2025-02-28 06:54:30,deep
2025-02-28 06:55:30,deep
2025-02-28 06:56:30,light
2025-02-28 06:57:30,light
2025-02-28 06:58:30,light
2025-02-28 06:59:30,light
2025-02-28 07:00:30,light
2025-02-28 07:01:30,light
2025-02-28 07:02:30,light
2025-02-28 07:03:30,light
2025-02-28 07:04:30,rem
2025-02-28 07:05:30,rem
2025-02-28 07:06:30,rem
2025-02-28 07:07:30,rem
2025-02-28 07:08:30,rem
2025-02-28 07:09:30,rem
2025-02-28 07:10:30,rem
2025-02-28 07:11:30,rem
2025-02-28 07:12:30,rem
2025-02-28 07:13:30,rem
2025-02-28 07:14:30,rem
2025-02-28 07:15:30,rem
2025-02-28 07:16:30,rem
2025-02-28 07:17:30,rem
2025-02-28 07:18:30,rem
2025-02-28 07:19:30,rem
2025-02-28 07:20:30,rem
2025-02-28 07:21:30,rem
2025-02-28 07:22:30,rem
2025-02-28 07:23:30,rem
2025-02-28 07:24:30,rem
2025-02-28 07:25:30,rem
2025-02-28 07:26:30,rem
2025-02-28 07:27:30,rem
2025-02-28 07:28:30,rem
2025-02-28 07:29:30,rem
2025-02-28 07:30:30,rem
2025-02-28 07:31:30,rem
2025-02-28 07:32:30,rem
2025-02-28 07:33:30,rem
2025-02-28 07:34:30,rem
2025-02-28 07:35:30,rem
2025-02-28 07:36:30,rem
2025-02-28 07:37:30,rem
2025-02-28 07:38:30,rem
2025-02-28 07:39:30,rem
2025-02-28 07:40:30,rem
2025-02-28 07:41:30,rem
2025-02-28 07:42:30,rem
2025-02-28 07:43:30,rem
2025-02-28 07:44:30,wake
2025-02-28 07:45:30,wake
2025-02-28 07:46:30,wake
2025-02-28 07:47:30,wake
2025-02-28 07:48:30,wake
2025-02-28 07:49:30,wake
2025-02-28 07:50:30,wake
2025-02-28 07:51:30,wake
2025-02-28 07:52:30,wake
2025-02-28 07:53:30,wake
2025-02-28 07:54:30,wake
2025-02-28 07:55:30,wake
2025-02-28 07:56:30,wake
2025-02-28 07:57:30,wake
2025-02-28 07:58:30,wake
2025-02-28 07:59:30,wake
2025-03-01 01:37:30,light
2025-03-01 01:38:30,light
2025-03-01 01:39:30,light
2025-03-01 01:40:30,light
2025-03-01 01:41:30,light
2025-03-01 01:42:30,light
2025-03-01 01:43:30,light
2025-03-01 01:44:30,light
2025-03-01 01:45:30,light
2025-03-01 01:46:30,light
2025-03-01 01:47:30,light
2025-03-01 01:48:30,light
2025-03-01 01:49:30,light
2025-03-01 01:50:30,light
2025-03-01 01:51:30,light
2025-03-01 01:52:30,light
2025-03-01 01:53:30,light
2025-03-01 01:54:30,light
2025-03-01 01:55:30,light
2025-03-01 01:56:30,light
2025-03-01 01:57:30,light
2025-03-01 01:58:30,light
2025-03-01 01:59:30,light
2025-03-01 02:00:30,light
2025-03-01 02:01:30,light
2025-03-01 02:02:30,light
2025-03-01 02:03:30,light
2025-03-01 02:04:30,light
2025-03-01 02:05:30,light
2025-03-01 02:06:30,light
2025-03-01 02:07:30,light
2025-03-01 02:08:30,light
2025-03-01 02:09:30,light
2025-03-01 02:10:30,light
2025-03-01 02:11:30,light
2025-03-01 02:12:30,light
2025-03-01 02:13:30,light
2025-03-01 02:14:30,light
2025-03-01 02:15:30,light
2025-03-01 02:17:00,wake
2025-03-01 02:18:00,wake
2025-03-01 02:19:00,wake
2025-03-01 02:20:00,wake
2025-03-01 02:21:00,wake
2025-03-01 02:22:00,wake
2025-03-01 02:23:00,wake
2025-03-01 02:24:00,light
2025-03-01 02:25:00,light
2025-03-01 02:26:00,light
2025-03-01 02:27:00,light
2025-03-01 02:28:00,light
2025-03-01 02:29:00,light
2025-03-01 02:30:00,light
2025-03-01 02:31:00,light
2025-03-01 02:32:00,light
2025-03-01 02:33:00,light
2025-03-01 02:34:00,light
2025-03-01 02:35:00,light
2025-03-01 02:36:00,light
2025-03-01 02:37:00,light
2025-03-01 02:38:00,light
2025-03-01 02:39:00,light
2025-03-01 02:40:00,light
2025-03-01 02:41:00,light
2025-03-01 02:42:00,light
2025-03-01 02:43:00,light
2025-03-01 02:44:00,light
2025-03-01 02:45:00,light
2025-03-01 02:46:00,light
2025-03-01 02:47:00,light
2025-03-01 02:48:00,light
2025-03-01 02:49:00,light
2025-03-01 02:50:00,light
2025-03-01 02:51:00,light
2025-03-01 02:52:00,wake
2025-03-01 02:53:00,wake
2025-03-01 02:54:00,wake
2025-03-01 02:55:00,wake
2025-03-01 02:56:00,wake
2025-03-01 02:57:00,wake
2025-03-01 02:58:00,wake
2025-03-01 02:59:00,wake
2025-03-01 03:00:00,wake
2025-03-01 03:01:00,wake
2025-03-01 03:02:00,wake
2025-03-01 03:03:00,wake
2025-03-01 03:04:00,light
2025-03-01 03:05:00,light
2025-03-01 03:06:00,light
2025-03-01 03:07:00,light
2025-03-01 03:08:00,light
2025-03-01 03:09:00,light
2025-03-01 03:10:00,light
2025-03-01 03:11:00,rem
2025-03-01 03:12:00,rem
2025-03-01 03:13:00,rem
2025-03-01 03:14:00,rem
2025-03-01 03:15:00,rem
2025-03-01 03:16:00,rem
2025-03-01 03:17:00,rem
2025-03-01 03:18:00,rem
2025-03-01 03:19:00,rem
2025-03-01 03:20:00,rem
2025-03-01 03:21:00,rem
2025-03-01 03:22:00,rem
2025-03-01 03:23:00,rem
2025-03-01 03:24:00,rem
2025-03-01 03:25:00,rem
2025-03-01 03:26:00,rem
2025-03-01 03:27:00,rem
2025-03-01 03:28:00,rem
2025-03-01 03:29:00,rem
2025-03-01 03:30:00,rem
2025-03-01 03:31:00,rem
2025-03-01 03:32:00,rem
2025-03-01 03:33:00,rem
2025-03-01 03:34:00,rem
2025-03-01 03:35:00,rem
2025-03-01 03:36:00,wake
2025-03-01 03:37:00,wake
2025-03-01 03:38:00,wake
2025-03-01 03:39:00,wake
2025-03-01 03:40:00,light
2025-03-01 03:41:00,light
2025-03-01 03:42:00,light
2025-03-01 03:43:00,light
2025-03-01 03:44:00,light
2025-03-01 03:45:00,light
2025-03-01 03:46:00,light
2025-03-01 03:47:00,light
2025-03-01 03:48:00,light
2025-03-01 03:49:00,light
2025-03-01 03:50:00,light
2025-03-01 03:51:00,light
2025-03-01 03:52:00,light
2025-03-01 03:53:00,light
2025-03-01 03:54:00,light
2025-03-01 03:55:00,light
2025-03-01 03:56:00,light
2025-03-01 03:57:00,light
2025-03-01 03:58:00,light
2025-03-01 03:59:00,light
2025-03-01 04:00:00,light
2025-03-01 04:01:00,light
2025-03-01 04:02:00,light
2025-03-01 04:03:00,light
2025-03-01 04:04:30,deep
2025-03-01 04:05:30,deep
2025-03-01 04:06:30,deep
2025-03-01 04:07:30,deep
2025-03-01 04:08:30,deep
2025-03-01 04:09:30,deep
2025-03-01 04:10:30,deep
2025-03-01 04:11:30,deep
2025-03-01 04:12:30,deep
2025-03-01 04:13:30,deep
2025-03-01 04:14:30,deep
2025-03-01 04:15:30,deep
2025-03-01 04:16:30,deep
2025-03-01 04:17:30,deep
2025-03-01 04:18:30,deep
2025-03-01 04:19:30,deep
2025-03-01 04:20:30,deep
2025-03-01 04:21:30,deep
2025-03-01 04:22:30,deep
2025-03-01 04:23:30,deep
2025-03-01 04:24:30,deep
2025-03-01 04:25:30,deep
2025-03-01 04:26:30,deep
2025-03-01 04:27:30,deep
2025-03-01 04:28:30,deep
2025-03-01 04:29:30,deep
2025-03-01 04:30:30,deep
2025-03-01 04:31:30,deep
2025-03-01 04:32:30,deep
2025-03-01 04:33:30,deep
2025-03-01 04:34:30,deep
2025-03-01 04:35:30,deep
2025-03-01 04:36:30,deep
